GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "20157","Republic, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.974,98.442,89.989,82.828,76.349,79.116,81.537,96.094,106.086,92.729,114.960,100.000,110.302,99.401,103.375,108.243,97.002,95.930,103.532,95.735
 "20157","Republic, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",137052,149547,142841,139678,127455,134841,151978,181757,184258,170367,235723,211309,239092,211494,212533,214303,199169,199192,218945,201941
 "20159","Rice, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",243356,240197,281752,305669,311744,319925,312950,356019,371120,374027,419197,417431,425071,447749,491739,463387,500898,509711,624383,584050
 "20159","Rice, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",58.298,57.542,67.497,73.226,74.682,76.641,74.970,85.288,88.906,89.602,100.423,100.000,101.830,107.263,117.801,111.009,119.995,122.106,149.577,139.915
 "20159","Rice, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",175926,176210,215085,245698,250236,261647,273415,323680,319531,338747,410256,417431,433605,454141,478535,436931,487855,502413,624570,592062
 "20161","Riley, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1910830,1936463,2015891,2082384,2104595,2158277,2263715,2359266,2312479,2341461,2374272,2424242,2422419,2481339,2494255,2509374,2475586,2431925,2438944,2370597
 "20161","Riley, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.822,79.879,83.156,85.898,86.815,89.029,93.378,97.320,95.390,96.585,97.939,100.000,99.925,102.355,102.888,103.512,102.118,100.317,100.606,97.787
 "20161","Riley, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1447410,1506664,1606492,1711377,1778390,1883647,2043816,2177138,2192170,2248317,2319135,2424242,2487825,2604824,2683763,2744265,2752340,2770256,2846996,2848478
 "20163","Rooks, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",167491,167794,160595,151324,162787,172420,192789,216795,208924,202368,234241,220148,237798,217200,214267,216306,223798,202341,181885,190756
 "20163","Rooks, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.081,76.218,72.948,68.737,73.944,78.320,87.572,98.477,94.902,91.923,106.401,100.000,108.017,98.661,97.328,98.254,101.658,91.911,82.619,86.649
 "20163","Rooks, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",122199,121480,124316,124594,143626,156121,182220,220003,182534,190418,237248,220148,246660,226186,203374,204139,219301,205916,185048,189749
 "20165","Rush, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",122873,144235,128534,113122,125623,130656,133954,138203,131716,138949,141282,149931,146026,137943,138809,135086,122469,143736,155966,155519
 "20165","Rush, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.953,96.201,85.729,75.449,83.787,87.144,89.344,92.178,87.851,92.675,94.232,100.000,97.396,92.004,92.582,90.098,81.683,95.868,104.025,103.727
 "20165","Rush, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",91339,105460,99310,92416,101837,107715,119889,127676,116100,127210,139416,149931,150223,140214,134263,127059,117914,141254,155355,153151
 "20167","Russell, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",205798,214689,229986,218336,250548,281542,316797,300711,315170,315135,328939,306760,290239,303456,298099,326025,329658,261442,256462,262542
 "20167","Russell, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",67.088,69.986,74.973,71.175,81.675,91.779,103.272,98.028,102.741,102.730,107.230,100.000,94.614,98.923,97.176,106.280,107.464,85.227,83.603,85.585
 "20167","Russell, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",140024,146546,166587,165781,203410,239200,283398,283079,262897,284404,327630,306760,299735,314217,280931,290720,319209,269111,263182,262054
 "20169","Saline, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2352786,2378751,2413382,2479919,2568278,2690434,2650084,2680238,2525478,2526489,2548780,2542793,2570049,2570030,2606825,2625956,2640325,2665627,2602044,2480833
 "20169","Saline, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.528,93.549,94.911,97.527,101.002,105.806,104.219,105.405,99.319,99.359,100.235,100.000,101.072,101.071,102.518,103.271,103.836,104.831,102.330,97.563
 "20169","Saline, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1832600,1887122,1939883,2039809,2167848,2327549,2372712,2455386,2399480,2413813,2472351,2542793,2629935,2679465,2786987,2850037,2891551,2972858,2980982,2921046
 "20171","Scott, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",278294,221051,228229,155309,274169,214481,146803,266433,398997,483168,492042,358934,456032,489593,570246,652721,538243,463513,349188,322982
 "20171","Scott, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.533,61.586,63.585,43.269,76.384,59.755,40.900,74.229,111.162,134.612,137.084,100.000,127.052,136.402,158.872,181.850,149.956,129.136,97.285,89.984
 "20171","Scott, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",191793,147797,162953,118449,204679,160470,118434,222297,286445,385484,481128,358934,469168,478719,487793,503136,443542,380637,288608,264195
 "20173","Sedgwick, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",23046554,22807075,22160482,22156496,22254721,24628849,26493856,26338216,23119979,24405138,25053413,25044940,23458112,25129770,26578806,28529319,29303637,29040351,29529249,27591664
 "20173","Sedgwick, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.021,91.065,88.483,88.467,88.859,98.339,105.785,105.164,92.314,97.445,100.034,100.000,93.664,100.339,106.124,113.913,117.004,115.953,117.905,110.169
 "20173","Sedgwick, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",18209197,18336298,18195779,18624520,19249618,21903336,24154444,24396349,22147719,23508682,24497128,25044940,23972287,26144157,28227920,30651395,31884411,32202162,33355914,31629471
 "20175","Seward, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",927776,951305,950089,946598,990254,1025573,1024580,1073532,1058763,1047567,1067152,1101511,1217323,1348077,1396149,1297013,1213964,1245253,1157326,1189257
 "20175","Seward, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.228,86.364,86.253,85.936,89.900,93.106,93.016,97.460,96.119,95.103,96.881,100.000,110.514,122.384,126.748,117.748,110.209,113.049,105.067,107.966
 "20175","Seward, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",650452,676169,702530,720542,787814,840053,865584,961592,946008,963844,1032063,1101511,1248238,1398851,1439578,1324636,1253459,1292634,1224681,1292195
 "20177","Shawnee, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8245245,8338062,8386840,8569696,8530610,8222969,8596966,8693457,8561014,8586845,8930586,8990615,8719936,8965818,9022061,9218114,9281647,9589193,9391170,9399237
 "20177","Shawnee, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.709,92.742,93.284,95.318,94.883,91.462,95.622,96.695,95.222,95.509,99.332,100.000,96.989,99.724,100.350,102.530,103.237,106.658,104.455,104.545
 "20177","Shawnee, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6388076,6609513,6771746,7071052,7245593,7236640,7785283,8041222,8172086,8268657,8717704,8990615,8916660,9358656,9649298,10011545,10164240,10703217,10715580,11026082
 "20179","Sheridan, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",112652,98818,119853,103318,141440,71292,162286,136931,172783,145725,162216,155923,201859,153112,155467,178510,140475,107916,103768,133084
 "20179","Sheridan, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.249,63.376,76.867,66.262,90.711,45.722,104.081,87.819,110.813,93.460,104.036,100.000,129.460,98.197,99.707,114.486,90.092,69.211,66.551,85.352
 "20179","Sheridan, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",81418,69749,90341,85509,110204,56350,142382,122881,134599,123697,158792,155923,208069,152707,144750,158780,130357,103030,101341,129842
 "20181","Sherman, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",249257,199802,224166,183512,232577,203507,296052,250957,306363,314230,321212,303919,349897,271093,269521,264797,269168,277664,277223,284558
 "20181","Sherman, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.014,65.742,73.758,60.382,76.526,66.961,97.411,82.574,100.804,103.393,105.690,100.000,115.128,89.199,88.682,87.127,88.566,91.361,91.216,93.630
 "20181","Sherman, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",171787,138986,161116,137666,176499,157999,250154,216297,247252,269943,312104,303919,359770,274661,269046,262802,273434,287719,294486,303742
 "20183","Smith, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",134395,109302,137513,119571,134845,167134,147943,159809,164813,170675,204712,153862,174871,141267,163675,131361,122683,146424,161018,173358
 "20183","Smith, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.348,71.039,89.374,77.713,87.640,108.626,96.153,103.865,107.117,110.927,133.049,100.000,113.654,91.814,106.377,85.376,79.735,95.166,104.651,112.671
 "20183","Smith, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",96934,78887,102564,94169,103835,128096,129036,141073,132930,146085,198759,153862,179307,142925,161384,126366,121001,146843,164510,175359
 "20185","Stafford, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",129167,167612,161740,161805,164717,183139,160896,149591,202219,171831,170091,155772,173543,162877,168364,203877,173923,184925,195286,207651
 "20185","Stafford, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.921,107.601,103.831,103.873,105.742,117.568,103.289,96.032,129.817,110.309,109.192,100.000,111.408,104.561,108.083,130.881,111.653,118.715,125.366,133.305
 "20185","Stafford, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",87739,111861,118024,130330,131071,145643,147018,146668,162254,153503,172073,155772,180234,165570,149771,172244,156420,169735,177600,181655
 "20187","Stanton, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",134815,127928,132725,121934,155695,100321,170700,150624,181337,204208,208594,158211,202883,167980,179478,184606,204123,192009,242385,234000
 "20187","Stanton, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.212,80.859,83.891,77.071,98.410,63.410,107.894,95.204,114.618,129.073,131.845,100.000,128.236,106.175,113.442,116.684,129.019,121.363,153.204,147.904
 "20187","Stanton, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",81505,73118,88200,90405,120299,78591,146246,140016,135786,170989,206699,158211,209542,167515,156130,150825,176839,169369,214720,199568
 "20189","Stevens, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",357358,326586,346127,352487,338737,268490,339530,315665,349900,347503,349922,329459,396076,353055,298704,335059,338177,314879,337332,352521
 "20189","Stevens, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",108.468,99.128,105.059,106.990,102.816,81.494,103.057,95.813,106.204,105.477,106.211,100.000,120.220,107.162,90.665,101.700,102.646,95.575,102.390,107.000
 "20189","Stevens, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",206643,174706,229245,263285,279090,224806,308230,331113,271684,306796,351738,329459,411057,359540,267420,287149,307886,292103,310519,305965
 "20191","Sumner, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",498012,484844,534853,573190,568542,707059,644612,696782,623680,645451,606083,682159,622301,620194,609142,626075,626398,643744,711201,658477
 "20191","Sumner, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.005,71.075,78.406,84.026,83.344,103.650,94.496,102.144,91.427,94.619,88.848,100.000,91.225,90.916,89.296,91.778,91.826,94.369,104.257,96.528
 "20191","Sumner, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",361811,360153,411112,463341,462819,586163,576403,641466,555549,596526,591286,682159,639240,645122,635836,660192,669679,705039,798024,749307
 "20193","Thomas, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",348698,295927,336705,285023,356673,306531,423737,427413,390082,497967,510335,464513,517826,422630,389831,447109,440358,470788,483434,540529
 "20193","Thomas, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.067,63.707,72.486,61.360,76.784,65.990,91.222,92.013,83.977,107.202,109.865,100.000,111.477,90.984,83.923,96.253,94.800,101.351,104.073,116.365
 "20193","Thomas, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",249801,213350,249307,219127,278601,246900,363558,376220,333248,442525,497280,464513,532164,433325,399056,457760,457309,497791,522554,589461
 "20195","Trego, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",99717,98510,109201,87916,106533,94322,135989,154738,161345,167937,143245,167954,185053,192574,199810,163199,160227,170886,165140,161973
 "20195","Trego, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",59.371,58.653,65.018,52.345,63.430,56.159,80.968,92.131,96.065,99.990,85.288,100.000,110.180,114.658,118.967,97.169,95.399,101.745,98.325,96.439
 "20195","Trego, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",71319,70896,82309,70048,87351,79989,122507,147901,137294,153323,142525,167954,191554,197971,190423,150435,152613,166269,162014,156023
 "20197","Wabaunsee, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",113905,135733,104011,106562,111307,108438,125259,160443,128761,109006,121068,140874,138455,135345,134905,122940,125531,144744,140330,136101
 "20197","Wabaunsee, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.856,96.351,73.832,75.643,79.012,76.975,88.916,113.891,91.402,77.378,85.941,100.000,98.283,96.075,95.762,87.269,89.108,102.747,99.614,96.611
 "20197","Wabaunsee, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",84364,101865,80730,85410,92487,93473,112584,148581,121815,104462,118060,140874,141667,140165,142114,131795,137301,161627,160553,159549
 "20199","Wallace, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",65724,49609,76724,51322,63934,42178,89676,89693,74446,117346,124265,117547,137056,103700,82350,88767,81876,91948,98873,106165
 "20199","Wallace, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",55.913,42.204,65.271,43.661,54.390,35.882,76.290,76.304,63.333,99.829,105.715,100.000,116.597,88.220,70.057,75.516,69.654,78.222,84.113,90.317
 "20199","Wallace, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",44211,33028,53908,38965,48138,32610,76299,78234,57517,97574,120690,117547,141476,102855,75863,78834,75027,86629,95260,100361
 "20201","Washington, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",141253,148763,139025,180002,183653,149622,178445,197482,202353,197658,250578,221578,240256,241194,217074,206838,197136,214052,212751,230175
 "20201","Washington, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",63.749,67.138,62.743,81.237,82.884,67.525,80.534,89.125,91.324,89.205,113.088,100.000,108.429,108.853,97.967,93.348,88.969,96.603,96.016,103.880
 "20201","Washington, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",103393,110282,105966,144256,144671,121110,154132,173974,168489,173026,243344,221578,247217,244044,216041,204454,198861,219046,223235,242899
 "20203","Wichita, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",179200,216789,184753,116747,204590,162646,144433,205722,194272,258186,276683,241677,302575,299619,306393,449889,358361,319755,291702,240836
 "20203","Wichita, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.148,89.702,76.446,48.307,84.654,67.299,59.763,85.122,80.385,106.831,114.485,100.000,125.198,123.975,126.777,186.153,148.281,132.307,120.699,99.652
 "20203","Wichita, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",119482,136996,127119,88632,143728,111857,118674,172127,137755,202991,269600,241677,311858,289889,258763,336750,288347,253809,232321,185698
 "20205","Wilson, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",283214,301038,304317,315546,320877,339034,367047,346941,321283,312743,311610,334559,317571,316756,321872,323968,330090,321987,314648,295075
 "20205","Wilson, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.653,89.981,90.961,94.317,95.911,101.338,109.711,103.701,96.032,93.479,93.141,100.000,94.922,94.679,96.208,96.835,98.664,96.242,94.049,88.198
 "20205","Wilson, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",214746,231935,241113,259367,270639,294360,334602,330723,294770,295830,305614,334559,326080,329177,328871,329603,343372,343430,342028,323746
 "20207","Woodson, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",72364,77008,67192,70621,71099,68923,72909,60961,64155,75504,70478,87756,83672,69275,72687,74463,80950,79557,80610,80660
 "20207","Woodson, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.461,87.751,76.566,80.474,81.018,78.539,83.081,69.466,73.105,86.038,80.311,100.000,95.346,78.940,82.828,84.851,92.244,90.657,91.856,91.913
 "20207","Woodson, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",52866,55380,51901,58416,60341,59703,68348,61935,55735,71356,71944,87756,86680,71752,66451,67218,76906,79134,80261,78265
 "20209","Wyandotte, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7711390,7792784,7877893,8175588,8157516,8712495,8836472,8952473,8234431,8903711,10257303,11925266,10626451,11241420,11217667,10500676,10713098,11109051,11056360,10800431
 "20209","Wyandotte, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.664,65.347,66.061,68.557,68.405,73.059,74.099,75.071,69.050,74.663,86.013,100.000,89.109,94.266,94.066,88.054,89.835,93.156,92.714,90.568
 "20209","Wyandotte, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5751897,5908083,6056427,6401321,6571976,7222463,7507411,7758884,7439759,8103386,9808787,11925266,10454143,11146141,11235707,10427930,10777492,11427130,11613506,11522492
"Note: See the included footnote file."
"CAGDP1: Gross Domestic Product (GDP) summary by county and metropolitan area "
"Last updated: December 8, 2021 -- new statistics for 2020, revised statistics for 2001-2019."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
